# Zeit / s, Strecke / m
150.55506,44.40156
150.61506,44.74675
150.67507,45.09601
150.73507,45.44058
150.79508,45.78743
150.85509,46.13410
150.91509,46.48031
150.97510,46.82653
151.03510,47.17552
151.09511,47.52504
151.15512,47.87362
151.21512,48.22128
151.27513,48.57078
151.33513,48.91873
151.39514,49.26897
151.45515,49.61661
151.51515,49.96314
151.57516,50.31140
151.63516,50.66081
151.69517,51.00818
151.75518,51.35983
151.81518,51.70912
151.87519,52.06118
151.93519,52.41147
151.99520,52.76293
152.05521,53.11227
152.11521,53.46316
152.17522,53.81425
152.23522,54.16489
152.29523,54.51356
152.35524,54.86689
152.41524,55.21717
152.47525,55.56635
152.53525,55.91764
152.59526,56.27173
152.65527,56.62136
152.71527,56.97459
152.77528,57.32830
152.83528,57.67871
152.89529,58.03407
152.95530,58.38746
153.01530,58.74048
153.07531,59.09293
153.13531,59.44473
153.19532,59.79926
153.25533,60.15407
153.31533,60.50864
153.37534,60.86193
153.43534,61.21573
153.49535,61.56954
153.55536,61.92163
153.61536,62.27712
153.67537,62.63174
153.73537,62.98616
153.79538,63.34225
153.85539,63.69598
153.91539,64.05071
153.97540,64.40790
154.03540,64.76326
154.09541,65.11869
154.15542,65.47555
154.21542,65.83314
154.27543,66.18986
154.33543,66.54629
154.39544,66.89916
154.45545,67.25265
154.51545,67.60907
154.57546,67.96749
154.63546,68.32218
154.69547,68.67818
154.75548,69.03495
154.81548,69.39228
154.87549,69.75137
154.93549,70.10887
154.99550,70.46498
155.05551,70.82235
155.11551,71.17787
155.17552,71.53387
155.23552,71.88934
155.29553,72.24767
155.35554,72.60596
155.41554,72.96370
155.47555,73.32360
155.53555,73.68208
155.59556,74.04035
155.65557,74.39871
155.71557,74.75842
155.77558,75.11595
155.83558,75.47692
155.89559,75.83912
155.95560,76.19601
156.01560,76.55961
156.07561,76.92237
156.13561,77.28254
156.19562,77.64313
156.25563,78.00586
156.31563,78.36404
156.37564,78.72587
156.43564,79.08656
156.49565,79.44474
156.55566,79.80329
156.61566,80.16454
156.67567,80.52842
156.73567,80.88967
156.79568,81.24919
156.85569,81.61382
156.91569,81.97702
156.97570,82.33763
157.03570,82.70169
157.09571,83.06519
157.15572,83.42817
157.21572,83.78952
157.27573,84.15050
157.33573,84.51391
157.39574,84.87886
157.45575,85.24417
157.51575,85.60793
157.57576,85.97314
157.63576,86.33649
157.69577,86.69891
157.75578,87.06233
157.81578,87.42358
157.87579,87.78599
157.93579,88.14933
157.99580,88.51295
158.05581,88.87871
158.11581,89.24229
158.17582,89.60862
158.23582,89.97214
158.29583,90.33714
158.35584,90.70504
158.41584,91.07164
158.47585,91.43746
158.53585,91.80405
158.59586,92.17122
158.65587,92.53823
158.71587,92.90462
158.77588,93.27194
158.83588,93.64002
158.89589,94.00561
158.95590,94.37263
159.01590,94.74016
159.07591,95.10929
159.13591,95.47762
159.19592,95.84617
159.25593,96.21606
159.31593,96.58630
159.37594,96.95485
159.43594,97.32615
159.49595,97.69567
159.55596,98.06554
159.61596,98.43587
159.67597,98.80639
159.73597,99.17763
159.79598,99.54630
159.85599,99.91587
159.91599,100.28727
159.97600,100.65412
160.03600,101.02395
160.09601,101.39476
160.15602,101.76399
160.21602,102.13387
160.27603,102.50246
160.33603,102.87567
160.39604,103.24657
160.45605,103.61820
160.51605,103.98900
160.57606,104.35988
160.63606,104.73295
160.69607,105.10805
160.75608,105.47964
160.81608,105.84872
160.87609,106.22293
160.93609,106.59773
160.99610,106.97204
161.05611,107.34312
161.11611,107.71595
161.17612,108.08807
161.23612,108.46176
161.29613,108.83403
161.35614,109.20887
161.41614,109.58223
161.47615,109.95918
161.53615,110.33350
161.59616,110.70734
161.65617,111.07934
161.71617,111.45401
161.77618,111.82917
161.83618,112.20616
161.89619,112.57877
161.95620,112.95287
162.01620,113.32869
162.07621,113.70131
162.13621,114.07857
162.19622,114.45419
162.25623,114.82760
162.31623,115.20228
162.37624,115.57774
162.43624,115.95738
162.49625,116.33200
162.55626,116.70993
162.61626,117.08744
162.67627,117.46338
162.73627,117.84103
162.79628,118.21649
162.85629,118.59429
162.91629,118.97206
162.97630,119.34872
163.03630,119.72910
163.09631,120.10738
163.15632,120.48446
163.21632,120.86105
163.27633,121.24156
163.33633,121.61768
163.39634,121.99586
163.45635,122.37530
163.51635,122.75532
163.57636,123.13303
163.63636,123.51241
163.69637,123.89207
163.75638,124.27139
163.81638,124.64951
163.87639,125.02668
163.93639,125.40492
163.99640,0.12186
164.05641,0.50343
164.11641,0.88212
164.17642,1.26387
164.23642,1.64205
164.29643,2.02084
164.35644,2.39981
164.41644,2.78343
164.47645,3.16106
164.53645,3.54100
164.59646,3.92227
164.65647,4.30139
164.71647,4.68542
164.77648,5.06762
164.83648,5.45041
164.89649,5.83188
164.95650,6.21486
165.01650,6.59696
165.07651,6.97946
165.13651,7.36460
165.19652,7.74683
165.25653,8.13043
165.31653,8.51561
165.37654,8.89745
165.43654,9.27912
165.49655,9.66168
165.55656,10.04575
165.61656,10.42806
165.67657,10.81413
165.73657,11.19612
165.79658,11.58100
165.85659,11.96511
165.91659,12.35133
165.97660,12.73882
166.03660,13.12454
166.09661,13.51178
166.15662,13.89977
166.21662,14.28452
166.27663,14.67285
166.33663,15.05916
166.39664,15.44799
166.45665,15.83457
166.51665,16.22159
166.57666,16.60907
166.63666,16.99536
166.69667,17.38256
166.75668,17.76741
166.81668,18.15537
166.87669,18.54555
166.93669,18.93099
166.99670,19.31755
167.05671,19.70669
167.11671,20.09385
167.17672,20.48179
167.23672,20.86858
167.29673,21.25547
167.35674,21.64308
167.41674,22.03012
167.47675,22.42166
167.53675,22.80945
167.59676,23.19691
167.65677,23.58361
167.71677,23.97649
167.77678,24.36608
167.83678,24.75815
167.89679,25.14730
167.95680,25.53766
168.01680,25.92817
168.07681,26.31808
168.13681,26.70519
168.19682,27.09434
168.25683,27.48460
168.31683,27.87613
168.37684,28.26748
168.43684,28.65789
168.49685,29.04591
168.55686,29.43715
168.61686,29.82624
168.67687,30.21516
168.73687,30.60755
168.79688,30.99963
168.85689,31.38925
168.91689,31.78220
168.97690,32.17588
169.03690,32.56967
169.09691,32.96289
169.15692,33.35670
169.21692,33.75017
169.27693,34.14311
169.33693,34.53400
169.39694,34.92647
169.45695,35.32142
169.51695,35.71728
169.57696,36.11334
169.63696,36.51125
169.69697,36.90386
169.75698,37.29959
169.81698,37.69455
169.87699,38.08848
169.93699,38.48421
169.99700,38.87739
170.05701,39.27247
170.11701,39.66925
170.17702,40.06214
170.23702,40.45892
170.29703,40.85665
170.35704,41.25263
170.41704,41.64938
170.47705,42.04571
170.53705,42.44368
170.59706,42.84059
170.65707,43.23692
170.71707,43.63264
170.77708,44.02958
170.83708,44.42407
170.89709,44.82374
170.95710,45.22164
171.01710,45.62058
171.07711,46.02073
171.13711,46.41963
171.19712,46.81773
171.25713,47.21640
171.31713,47.61599
171.37714,48.01452
171.43714,48.41483
171.49715,48.81079
171.55716,49.21149
171.61716,49.61042
171.67717,50.01227
171.73717,50.41363
171.79718,50.81092
171.85719,51.21093
171.91719,51.60962
171.97720,52.00842
172.03720,52.41013
172.09721,52.81186
172.15722,53.20984
172.21722,53.60928
172.27723,54.00926
172.33723,54.41031
172.39724,54.81329
172.45725,55.21466
172.51725,55.61883
172.57726,56.01743
172.63726,56.42149
172.69727,56.82255
172.75728,57.22309
172.81728,57.62658
172.87729,58.03025
172.93729,58.43402
172.99730,58.83878
173.05731,59.24123
173.11731,59.64375
173.17732,60.04540
173.23732,60.44676
173.29733,60.84777
173.35734,61.25217
173.41734,61.65592
173.47735,62.06117
173.53735,62.46358
173.59736,62.86916
173.65737,63.27210
173.71737,63.67654
173.77738,64.08041
173.83738,64.48683
173.89739,64.89106
173.95740,65.29397
174.01740,65.69928
174.07741,66.10685
174.13741,66.51423
174.19742,66.92090
174.25743,67.32380
174.31743,67.73188
174.37744,68.14015
174.43744,68.54512
174.49745,68.95093
174.55746,69.35556
174.61746,69.75919
174.67747,70.16343
174.73747,70.57008
174.79748,70.97859
174.85749,71.38610
174.91749,71.79193
174.97750,72.19818
175.03750,72.60266
175.09751,73.01368
175.15752,73.42305
175.21752,73.83147
175.27753,74.24003
175.33753,74.64596
175.39754,75.05338
175.45755,75.46161
175.51755,75.87123
175.57756,76.28009
175.63756,76.69047
175.69757,77.09942
175.75758,77.51068
175.81758,77.91888
175.87759,78.32674
175.93759,78.73644
175.99760,79.14659
176.05761,79.55560
176.11761,79.96463
176.17762,80.37684
176.23762,80.78689
176.29763,81.19733
176.35764,81.61127
176.41764,82.02122
176.47765,82.43039
176.53765,82.84205
176.59766,83.25572
176.65767,83.66891
176.71767,84.08014
176.77768,84.49306
176.83768,84.90850
176.89769,85.32426
176.95770,85.73561
177.01770,86.14927
177.07771,86.56060
177.13771,86.97485
177.19772,87.38635
177.25773,87.79802
177.31773,88.21298
177.37774,88.62622
177.43774,89.04300
177.49775,89.45509
177.55776,89.86833
177.61776,90.28198
177.67777,90.69681
177.73777,91.11306
177.79778,91.52916
177.85779,91.94016
177.91779,92.35427
177.97780,92.76942
178.03780,93.18283
178.09781,93.59458
178.15782,94.00796
178.21782,94.42011
178.27783,94.83429
178.33783,95.24856
178.39784,95.66293
178.45785,96.07928
178.51785,96.49491
178.57786,96.90924
178.63786,97.32803
178.69787,97.74373
178.75788,98.16350
178.81788,98.57693
178.87789,98.99331
178.93789,99.41092
178.99790,99.82974
179.05791,100.24866
179.11791,100.66511
179.17792,101.08284
179.23792,101.50361
179.29793,101.92003
179.35794,102.34054
179.41794,102.75590
179.47795,103.17611
179.53795,103.59548
179.59796,104.01486
179.65797,104.43441
179.71797,104.85359
179.77798,105.27196
179.83798,105.69406
179.89799,106.11172
179.95800,106.53073
180.01800,106.94780
180.07801,107.37085
180.13801,107.78897
180.19802,108.21271
180.25803,108.63429
180.31803,109.05297
180.37804,109.47434
180.43804,109.89211
180.49805,110.31447
180.55806,110.73470
180.61806,111.15506
180.67807,111.57482
180.73807,111.99605
180.79808,112.41624
180.85809,112.83365
180.91809,113.25233
180.97810,113.67376
181.03810,114.09810
181.09811,114.51811
181.15812,114.93846
181.21812,115.36070
181.27813,115.78188
181.33813,116.20366
181.39814,116.62704
181.45815,117.04770
181.51815,117.46933
181.57816,117.89069
181.63816,118.31162
181.69817,118.73695
181.75818,119.16045
181.81818,119.58238
181.87819,120.00492
181.93819,120.42716
181.99820,120.84894
182.05821,121.27143
182.11821,121.69175
182.17822,122.11370
182.23822,122.53786
182.29823,122.96098
182.35824,123.38266
182.41824,123.80750
182.47825,124.23173
182.53825,124.65461
182.59826,125.07715
182.65827,125.49714
182.71827,0.25327
182.77828,0.67354
182.83828,1.09663
182.89829,1.52059
182.95830,1.94210
183.01830,2.36554
183.07831,2.79007
183.13831,3.21146
183.19832,3.63270
183.25833,4.05516
183.31833,4.47951
183.37834,4.89970
183.43834,5.32342
183.49835,5.74755
183.55836,6.16966
183.61836,6.59398
183.67837,7.01762
183.73837,7.44035
183.79838,7.86258
183.85839,8.28764
183.91839,8.71085
183.97840,9.13264
184.03840,9.55665
184.09841,9.98156
184.15842,10.40609
184.21842,10.83053
184.27843,11.25555
184.33843,11.68000
184.39844,12.10783
184.45845,12.53480
184.51845,12.95878
184.57846,13.38446
184.63846,13.80727
184.69847,14.23445
184.75848,14.65779
184.81848,15.08368
184.87849,15.51071
184.93849,15.93693
184.99850,16.35946
185.05851,16.78310
185.11851,17.20907
185.17852,17.63410
185.23852,18.06165
185.29853,18.48349
185.35854,18.91039
185.41854,19.33609
185.47855,19.76262
185.53855,20.18696
185.59856,20.61196
185.65857,21.03924
185.71857,21.46832
185.77858,21.89582
185.83858,22.32079
185.89859,22.74681
185.95860,23.17228
186.01860,23.59728
186.07861,24.02153
186.13861,24.44621
186.19862,24.87153
186.25863,25.29572
186.31863,25.72497
186.37864,26.15454
186.43864,26.58113
186.49865,27.00671
186.55866,27.43267
186.61866,27.85796
186.67867,28.28427
186.73867,28.70878
186.79868,29.13442
186.85869,29.56114
186.91869,29.98637
186.97870,30.41757
187.03870,30.84484
187.09871,31.27228
187.15872,31.70013
187.21872,32.12998
187.27873,32.55803
187.33873,32.98536
187.39874,33.41146
187.45875,33.83977
187.51875,34.27075
187.57876,34.69679
187.63876,35.12308
187.69877,35.54885
187.75878,35.97664
187.81878,36.40516
187.87879,36.83031
187.93879,37.25642
187.99880,37.68600
188.05881,38.11559
188.11881,38.54277
188.17882,38.97125
188.23882,39.39955
188.29883,39.82540
188.35884,40.25179
188.41884,40.67785
188.47885,41.10580
188.53885,41.53594
188.59886,41.96561
188.65887,42.39014
188.71887,42.82066
188.77888,43.25177
188.83888,43.67876
188.89889,44.10752
188.95890,44.53639
189.01890,44.96370
189.07891,45.39535
189.13891,45.82359
189.19892,46.25427
189.25893,46.68593
189.31893,47.11203
189.37894,47.54076
189.43894,47.97308
189.49895,48.40119
189.55896,48.82813
189.61896,49.25558
189.67897,49.68615
189.73897,50.11464
189.79898,50.54417
189.85899,50.97524
189.91899,51.40301
189.97900,51.83236
190.03900,52.26487
190.09901,52.69158
190.15902,53.12256
190.21902,53.55385
190.27903,53.98388
190.33903,54.41506
190.39904,54.84226
190.45905,55.27294
190.51905,55.70534
190.57906,56.13752
190.63906,56.57003
190.69907,56.99759
190.75908,57.43004
190.81908,57.86135
190.87909,58.29450
190.93909,58.72681
190.99910,59.15652
191.05911,59.58506
191.11911,60.01731
191.17912,60.44973
191.23912,60.88181
191.29913,61.31228
191.35914,61.74099
191.41914,62.16851
191.47915,62.59825
191.53915,63.03334
191.59916,63.46484
191.65917,63.89925
191.71917,64.33408
191.77918,64.76745
191.83918,65.19627
191.89919,65.62956
191.95920,66.05884
192.01920,66.48818
192.07921,66.92251
192.13921,67.35674
192.19922,67.78842
192.25923,68.21981
192.31923,68.65571
192.37924,69.08574
192.43924,69.51781
192.49925,69.95271
192.55926,70.38952
192.61926,70.82166
192.67927,71.25553
192.73927,71.68800
192.79928,72.11785
192.85929,72.55355
192.91929,72.98665
192.97930,73.41876
193.03930,73.85356
193.09931,74.28782
193.15932,74.72279
193.21932,75.15302
193.27933,75.58560
193.33933,76.02074
193.39934,76.45613
193.45935,76.88997
193.51935,77.32506
193.57936,77.75813
193.63936,78.18918
193.69937,78.62102
193.75938,79.05170
193.81938,79.48258
193.87939,79.91577
193.93939,80.35000
193.99940,80.78297
194.05941,81.21685
194.11941,81.65162
194.17942,82.08221
194.23942,82.51585
194.29943,82.95181
194.35944,83.38505
194.41944,83.81604
194.47945,84.25109
194.53945,84.68222
194.59946,85.11654
194.65947,85.55094
194.71947,85.98264
194.77948,86.42027
194.83948,86.85536
194.89949,87.29409
194.95950,87.72926
195.01950,88.16514
195.07951,88.60026
195.13951,89.03467
195.19952,89.46994
195.25953,89.90446
195.31953,90.34121
195.37954,90.77740
195.43954,91.21324
195.49955,91.65108
195.55956,92.08799
195.61956,92.52321
195.67957,92.95989
195.73957,93.39648
195.79958,93.83029
195.85959,94.26602
195.91959,94.70225
195.97960,95.13630
196.03960,95.57012
196.09961,96.00256
196.15962,96.44028
196.21962,96.87680
196.27963,97.31276
196.33963,97.74945
196.39964,98.18580
196.45965,98.61877
196.51965,99.05812
196.57966,99.49555
196.63966,99.93278
196.69967,100.37089
196.75968,100.80904
196.81968,101.24628
196.87969,101.68167
196.93969,102.12121
196.99970,102.56010
197.05971,102.99705
197.11971,103.43750
197.17972,103.87554
197.23972,104.31515
197.29973,104.75216
197.35974,105.19000
197.41974,105.63080
197.47975,106.06930
197.53975,106.50587
197.59976,106.94418
197.65977,107.37995
197.71977,107.81928
197.77978,108.25503
197.83978,108.69443
197.89979,109.12937
197.95980,109.56774
198.01980,110.00200
198.07981,110.44117
198.13981,110.88255
198.19982,111.32045
198.25983,111.75669
198.31983,112.19274
198.37984,112.63153
198.43984,113.07104
198.49985,113.50895
198.55986,113.94683
198.61986,114.38720
198.67987,114.82549
198.73987,115.26247
198.79988,115.70168
198.85989,116.14074
198.91989,116.57994
198.97990,117.01737
199.03990,117.45773
199.09991,117.89675
199.15992,118.33622
199.21992,118.77590
199.27993,119.21378
199.33993,119.64937
199.39994,120.08773
199.45995,120.52624
199.51995,120.96940
199.57996,121.40868
199.63996,121.84886
199.69997,122.28860
199.75998,122.73162
199.81998,123.17289
199.87999,123.61636
199.93999,124.05451
200.00000,124.49288
200.06001,124.93613
200.12001,125.37808
200.18002,0.15547
200.24002,0.59568
200.30003,1.03748
200.36004,1.47382
200.42004,1.91426
200.48005,2.35334
200.54005,2.79706
200.60006,3.23759
200.66007,3.68004
200.72007,4.12119
200.78008,4.56099
200.84008,5.00219
200.90009,5.44693
200.96010,5.88570
201.02010,6.32555
201.08011,6.76457
201.14011,7.20574
201.20012,7.64740
201.26013,8.08821
201.32013,8.52960
201.38014,8.97304
201.44014,9.41721
201.50015,9.86053
201.56016,10.30325
201.62016,10.74648
201.68017,11.18616
201.74017,11.62495
201.80018,12.06711
201.86019,12.51158
201.92019,12.95676
201.98020,13.40181
202.04020,13.84374
202.10021,14.28338
202.16022,14.72324
202.22022,15.16306
202.28023,15.60490
202.34023,16.04747
202.40024,16.49034
202.46025,16.93624
202.52025,17.37813
202.58026,17.82288
202.64026,18.26961
202.70027,18.71280
202.76028,19.15813
202.82028,19.60233
202.88029,20.04580
202.94029,20.48883
203.00030,20.93143
203.06031,21.37406
203.12031,21.81857
203.18032,22.26216
203.24032,22.70164
203.30033,23.14460
203.36034,23.58556
203.42034,24.02872
203.48035,24.47365
203.54035,24.91633
203.60036,25.36260
203.66037,25.80857
203.72037,26.25182
203.78038,26.69698
203.84038,27.14075
203.90039,27.58504
203.96040,28.02629
204.02040,28.47475
204.08041,28.91868
204.14041,29.36469
204.20042,29.81072
204.26043,30.25851
204.32043,30.70393
204.38044,31.14761
204.44044,31.59289
204.50045,32.03952
204.56046,32.48648
204.62046,32.92972
204.68047,33.37356
204.74047,33.82013
204.80048,34.26579
204.86049,34.71445
204.92049,35.15908
204.98050,35.60318
205.04050,36.04798
205.10051,36.49396
205.16052,36.94116
205.22052,37.38449
205.28053,37.83306
205.34053,38.27887
205.40054,38.72577
205.46055,39.17275
205.52055,39.61913
205.58056,40.06543
205.64056,40.51211
205.70057,40.96021
205.76058,41.40601
205.82058,41.85590
205.88059,42.30490
205.94059,42.75029
206.00060,43.19296
206.06061,43.64140
206.12061,44.08545
206.18062,44.53272
206.24062,44.97962
206.30063,45.42557
206.36064,45.87490
206.42064,46.32078
206.48065,46.77016
206.54065,47.21596
206.60066,47.66267
206.66067,48.10775
206.72067,48.55478
206.78068,49.00164
206.84068,49.44986
206.90069,49.89506
206.96070,50.34220
207.02070,50.79026
207.08071,51.23714
207.14071,51.68506
207.20072,52.13466
207.26073,52.58251
207.32073,53.03282
207.38074,53.48101
207.44074,53.92899
207.50075,54.37673
207.56076,54.82598
207.62076,55.27581
207.68077,55.72320
207.74077,56.16907
207.80078,56.61998
207.86079,57.06772
207.92079,57.51310
207.98080,57.95712
208.04080,58.40576
208.10081,58.85540
208.16082,59.30509
208.22082,59.75511
208.28083,60.20223
208.34083,60.65203
208.40084,61.10043
208.46085,61.54516
208.52085,61.99266
208.58086,62.43892
208.64086,62.88963
208.70087,63.33932
208.76088,63.78605
208.82088,64.23796
208.88089,64.68420
208.94089,65.13531
209.00090,65.58441
209.06091,66.03347
209.12091,66.48228
209.18092,66.93462
209.24092,67.38373
209.30093,67.83283
209.36094,68.28190
209.42094,68.72872
209.48095,69.17840
209.54095,69.62784
209.60096,70.07954
209.66097,70.52643
209.72097,70.97882
209.78098,71.42896
209.84098,71.87617
209.90099,72.32399
209.96100,72.77118
210.02100,73.22152
210.08101,73.66873
210.14101,74.12015
210.20102,74.57111
210.26103,75.02003
210.32103,75.47195
210.38104,75.92321
210.44104,76.37111
210.50105,76.82210
210.56106,77.27299
210.62106,77.72329
210.68107,78.17307
210.74107,78.62495
210.80108,79.07269
210.86109,79.52361
210.92109,79.97537
210.98110,80.42759
211.04110,80.88130
211.10111,81.33254
211.16112,81.78555
211.22112,82.23723
211.28113,82.69002
211.34113,83.14303
211.40114,83.59418
211.46115,84.04593
211.52115,84.50057
211.58116,84.95552
211.64116,85.40617
211.70117,85.85552
211.76118,86.30648
211.82118,86.75912
211.88119,87.21357
211.94119,87.66215
212.00120,88.11328
212.06121,88.56377
212.12121,89.01426
212.18122,89.46599
212.24122,89.91755
212.30123,90.36997
212.36124,90.82395
212.42124,91.27486
212.48125,91.72673
212.54125,92.17909
212.60126,92.63204
212.66127,93.08395
212.72127,93.53494
212.78128,93.98540
212.84128,94.43788
212.90129,94.89139
212.96130,95.34442
213.02130,95.79696
213.08131,96.25075
213.14131,96.70260
213.20132,97.15169
213.26133,97.60378
213.32133,98.06018
213.38134,98.51666
213.44134,98.96661
213.50135,99.42229
213.56136,99.87940
213.62136,100.33523
213.68137,100.78731
213.74137,101.24145
213.80138,101.69759
213.86139,102.15237
213.92139,102.60205
213.98140,103.05620
214.04140,103.51211
214.10141,103.96971
214.16142,104.42133
214.22142,104.87262
214.28143,105.32709
214.34143,105.78384
214.40144,106.23864
214.46145,106.69469
214.52145,107.14962
214.58146,107.60422
214.64146,108.06291
214.70147,108.51547
214.76148,108.97020
214.82148,109.42444
214.88149,109.87660
214.94149,110.33216
215.00150,110.78921
215.06151,111.24363
215.12151,111.70087
215.18152,112.15594
215.24152,112.61278
215.30153,113.06689
215.36154,113.52328
215.42154,113.97891
215.48155,114.43301
215.54155,114.89119
215.60156,115.34542
215.66157,115.80042
215.72157,116.25516
215.78158,116.71217
215.84158,117.16736
215.90159,117.62120
215.96160,118.07554
216.02160,118.53475
216.08161,118.99501
216.14161,119.45051
216.20162,119.90696
216.26163,120.36513
216.32163,120.82235
216.38164,121.28214
216.44164,121.73902
216.50165,122.19537
216.56166,122.65001
216.62166,123.10727
216.68167,123.56185
216.74167,124.02204
216.80168,124.47900
216.86169,124.93441
216.92169,125.39197
216.98170,0.18217
217.04170,0.64065
217.10171,1.09646
217.16172,1.55099
217.22172,2.00510
217.28173,2.46343
217.34173,2.92062
217.40174,3.37496
217.46175,3.83276
217.52175,4.29032
217.58176,4.74670
217.64176,5.20175
217.70177,5.66035
217.76178,6.11662
217.82178,6.57543
217.88179,7.03480
217.94179,7.49375
218.00180,7.95483
218.06181,8.41421
218.12181,8.87000
218.18182,9.32841
218.24182,9.78792
218.30183,10.24493
218.36184,10.70311
218.42184,11.16269
218.48185,11.62112
218.54185,12.07935
218.60186,12.53671
218.66187,12.99619
218.72187,13.45772
218.78188,13.91873
218.84188,14.37690
218.90189,14.83692
218.96190,15.29720
219.02190,15.75730
219.08191,16.21684
219.14191,16.67469
219.20192,17.13334
219.26193,17.59150
219.32193,18.05424
219.38194,18.51569
219.44194,18.97429
219.50195,19.43197
219.56196,19.89501
219.62196,20.35561
219.68197,20.81871
219.74197,21.28025
219.80198,21.74350
219.86199,22.20336
219.92199,22.66517
219.98200,23.12229
220.04200,23.58452
220.10201,24.04614
220.16202,24.50432
220.22202,24.96495
220.28203,25.42530
220.34203,25.88261
220.40204,26.34678
220.46205,26.80812
220.52205,27.26855
220.58206,27.72739
220.64206,28.18613
220.70207,28.64754
220.76208,29.10711
220.82208,29.56779
220.88209,30.03324
220.94209,30.49477
221.00210,30.95475
221.06211,31.41755
221.12211,31.88121
221.18212,32.34016
221.24212,32.79955
221.30213,33.26013
221.36214,33.71962
221.42214,34.18270
221.48215,34.64836
221.54215,35.11083
221.60216,35.57220
221.66217,36.03512
221.72217,36.49548
221.78218,36.95520
221.84218,37.41641
221.90219,37.87573
221.96220,38.34125
222.02220,38.80325
222.08221,39.26666
222.14221,39.73118
222.20222,40.19052
222.26223,40.65546
222.32223,41.11437
222.38224,41.57622
222.44224,42.04135
222.50225,42.50522
222.56226,42.96795
222.62226,43.43240
222.68227,43.89146
222.74227,44.35409
222.80228,44.81981
222.86229,45.28337
222.92229,45.74552
222.98230,46.20836
223.04230,46.66743
223.10231,47.12951
223.16232,47.59316
223.22232,48.05580
223.28233,48.51985
223.34233,48.98538
223.40234,49.44841
223.46235,49.90884
223.52235,50.37214
223.58236,50.83401
223.64236,51.30128
223.70237,51.76593
223.76238,52.22654
223.82238,52.68885
223.88239,53.15281
223.94239,53.61598
224.00240,54.07958
224.06241,54.54304
224.12241,55.00869
224.18242,55.47253
224.24242,55.93246
224.30243,56.39539
224.36244,56.85705
224.42244,57.32166
224.48245,57.78469
224.54245,58.24838
224.60246,58.71280
224.66247,59.17430
224.72247,59.63976
224.78248,60.10378
224.84248,60.57102
224.90249,61.03620
224.96250,61.50001
225.02250,61.96274
225.08251,62.42395
225.14251,62.88860
225.20252,63.35423
225.26253,63.81886
225.32253,64.28426
225.38254,64.75185
225.44254,65.21965
225.50255,65.68657
225.56256,66.15464
225.62256,66.61755
225.68257,67.08522
225.74257,67.55093
225.80258,68.01828
225.86259,68.48305
225.92259,68.95111
225.98260,69.41619
226.04260,69.87980
226.10261,70.34564
226.16262,70.81331
226.22262,71.27974
226.28263,71.74869
226.34263,72.21660
226.40264,72.68345
226.46265,73.15023
226.52265,73.61367
226.58266,74.08095
226.64266,74.54426
226.70267,75.01167
226.76268,75.47888
226.82268,75.94372
226.88269,76.41186
226.94269,76.87641
227.00270,77.34218
227.06271,77.80799
227.12271,78.27854
227.18272,78.74656
227.24272,79.21091
227.30273,79.67718
227.36274,80.14381
227.42274,80.60960
227.48275,81.07829
227.54275,81.54966
227.60276,82.01981
227.66277,82.48464
227.72277,82.95228
227.78278,83.42240
227.84278,83.88950
227.90279,84.36025
227.96280,84.82671
228.02280,85.29298
228.08281,85.76167
228.14281,86.22809
228.20282,86.69479
228.26283,87.15858
228.32283,87.62722
228.38284,88.09847
228.44284,88.56728
228.50285,89.03673
228.56286,89.50309
228.62286,89.97239
228.68287,90.44199
228.74287,90.91461
228.80288,91.38007
228.86289,91.85029
228.92289,92.32033
228.98290,92.79037
229.04290,93.25965
229.10291,93.72551
229.16292,94.19331
229.22292,94.66251
229.28293,95.12969
229.34293,95.59874
229.40294,96.06851
229.46295,96.54202
229.52295,97.01272
229.58296,97.48083
229.64296,97.95256
229.70297,98.42042
229.76298,98.88939
229.82298,99.36052
229.88299,99.82966
229.94299,100.29756
230.00300,100.76842
230.06301,101.24052
230.12301,101.71029
230.18302,102.17720
230.24302,102.64727
230.30303,103.11629
230.36304,103.58715
230.42304,104.05645
230.48305,104.52270
230.54305,104.99235
230.60306,105.46401
230.66307,105.93280
230.72307,106.40542
230.78308,106.87479
230.84308,107.34649
230.90309,107.81649
230.96310,108.28951
231.02310,108.76323
231.08311,109.23074
231.14311,109.69967
231.20312,110.17079
231.26313,110.64260
231.32313,111.11496
231.38314,111.58713
231.44314,112.06179
231.50315,112.53267
231.56316,113.00672
231.62316,113.48025
231.68317,113.95246
231.74317,114.42104
231.80318,114.89273
231.86319,115.36184
231.92319,115.83374
231.98320,116.30151
232.04320,116.77280
232.10321,117.24744
232.16322,117.72003
232.22322,118.18967
232.28323,118.66183
232.34323,119.13715
232.40324,119.60725
232.46325,120.08070
232.52325,120.55476
232.58326,121.02811
232.64326,121.49843
232.70327,121.97108
232.76328,122.44187
232.82328,122.91175
232.88329,123.38801
232.94329,123.86306
233.00330,124.33656
233.06331,124.80658
233.12331,125.28005
233.18332,0.08856
233.24332,0.56123
233.30333,1.03904
233.36334,1.51186
233.42334,1.98634
233.48335,2.46082
233.54335,2.93536
233.60336,3.40626
233.66337,3.88203
233.72337,4.35872
233.78338,4.83283
233.84338,5.30858
233.90339,5.78331
233.96340,6.25773
234.02340,6.73115
234.08341,7.20561
234.14341,7.68124
234.20342,8.15229
234.26343,8.62609
234.32343,9.09925
234.38344,9.57384
